learner_level,learner_skills,learner_goals,formation_id,formation_title,formation_level,formation_skills,formation_category,label
ADVANCED,Spring Boot,fullstack,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Business English|Java|REST APIs,it english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs|Spring Security,full stack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Spring Boot,angular,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Communication,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
ADVANCED,Java,java,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,French,java,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Business English|Communication|Java|PostgreSQL,it english job,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Java|REST APIs|French,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Java|REST APIs,spring,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Business English,business,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,French,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Communication|Business English,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Java|REST APIs|PostgreSQL,rest,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Java|REST APIs,backend,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,Business English|Angular,language,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Communication|Business English,communication,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
ADVANCED,Project Management,presentation,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Business English|Communication|Java,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,French|Communication|Java,french career,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,French|REST APIs,security,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Spring Security,angular,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
INTERMEDIATE,Project Management|Agile|Spring Security,scrum,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,REST APIs,spring,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
INTERMEDIATE,Java,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,Angular|Spring Security,ui career,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Java|Spring Boot|Spring Security|French|Agile,auth training,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
ADVANCED,Project Management|PostgreSQL,project,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Java|Spring Boot|Angular,fullstack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Communication,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,French|Project Management,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Business English|Communication|Spring Boot,english training,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Angular,spring,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|Agile,angular training,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Project Management|Agile|TypeScript,project,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,REST APIs,it english,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
INTERMEDIATE,Angular|Spring Boot,ui,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
BEGINNER,Business English|Communication|Java|Angular,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
ADVANCED,Angular|REST APIs,fullstack,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Project Management|Agile,management,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,TypeScript,backend,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,PostgreSQL|Spring Boot,jwt,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
BEGINNER,French|PostgreSQL,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Java|REST APIs|Agile,spring job,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Java|Spring Boot|Spring Security|REST APIs,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,French|Communication|Business English,language,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,Spring Security|Communication,presentation,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,French|Communication|Spring Boot|PostgreSQL,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,Project Management|Agile|Communication,management,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,French|Communication|Business English|Spring Boot,french career,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
ADVANCED,REST APIs,full stack,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
BEGINNER,Communication|Project Management|Business English,typescript,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,Java|REST APIs|Communication|Agile,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
BEGINNER,Java|REST APIs|PostgreSQL,api,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,PostgreSQL|Agile,french,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,Project Management,jwt,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Business English,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Java|Spring Boot|Angular|French|REST APIs,angular,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,TypeScript,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Business English,english career,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Agile,business,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
BEGINNER,Agile|French|Spring Security,security,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Angular|TypeScript,ui training,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
INTERMEDIATE,Communication|Business English|PostgreSQL,business,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,Angular|French,frontend,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
ADVANCED,Project Management|Spring Boot|Angular,api,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript,full stack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
ADVANCED,PostgreSQL,typescript,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Business English|Communication|Project Management,it english job,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Java|REST APIs|PostgreSQL|Project Management|Spring Boot,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
ADVANCED,TypeScript|French|Project Management,language,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
INTERMEDIATE,Project Management,spring,8,French Workplace Communication,BEGINNER,French|Communication,Languages,0
INTERMEDIATE,Spring Boot,jwt,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,0
ADVANCED,Spring Security|REST APIs,jwt,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
INTERMEDIATE,Project Management|Agile|REST APIs|PostgreSQL,scrum job,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Angular|TypeScript|Agile|Spring Security,ui job,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,TypeScript|Agile,english,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
BEGINNER,French|Communication|Project Management,french,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs|Business English|Project Management,fullstack,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Communication|Spring Boot|TypeScript,communication,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
ADVANCED,French|Business English,typescript,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,REST APIs|French|Project Management,spring,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,Angular|TypeScript|Spring Security|PostgreSQL,frontend career,3,Angular Essentials,BEGINNER,Angular|TypeScript,IT,1
BEGINNER,Business English|Communication,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,Business English|French|TypeScript,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
ADVANCED,Java|Spring Boot|Spring Security|Angular,jwt,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Project Management|Agile|Java,scrum,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
BEGINNER,Business English|Spring Security|REST APIs,language,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
INTERMEDIATE,Java|Spring Boot|Angular,java job,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
BEGINNER,Angular,full stack,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
INTERMEDIATE,Project Management|Agile,project job,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
INTERMEDIATE,Spring Security,ui,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
ADVANCED,Angular|TypeScript,typescript,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
ADVANCED,Agile|French|Communication,java,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Java|REST APIs|PostgreSQL|Angular|Spring Boot,rest training,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,1
INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|French|Agile,java training,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Communication,presentation,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
BEGINNER,French|Communication,francais,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
BEGINNER,Project Management|Communication,angular,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,0
ADVANCED,Java|Spring Boot|Spring Security|Business English|Angular,security,2,Advanced Spring Security,ADVANCED,Java|Spring Boot|Spring Security|REST APIs,Cybersecurity,1
BEGINNER,Java|Spring Boot|Angular|TypeScript|REST APIs|Business English|Spring Security,full stack job,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Project Management|Agile|Spring Boot,scrum training,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,1
ADVANCED,Spring Security|Business English|Project Management,scrum,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
BEGINNER,Java|Spring Boot|Angular|TypeScript,java,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,1
INTERMEDIATE,Communication|Business English,business training,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,1
INTERMEDIATE,Angular|Spring Security,project,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,0
BEGINNER,French|Communication|REST APIs,francais job,8,French Workplace Communication,BEGINNER,French|Communication,Languages,1
ADVANCED,French|Spring Security,java,1,Spring Boot Fundamentals,BEGINNER,Java|REST APIs|PostgreSQL,IT,0
BEGINNER,Business English|Communication,english,7,Professional English for IT,BEGINNER,Business English|Communication,Languages,1
BEGINNER,French,francais,4,Full Stack Java Angular,INTERMEDIATE,Java|Spring Boot|Angular|TypeScript|REST APIs,IT,0
ADVANCED,Spring Security|Java|PostgreSQL,fullstack,5,Project Management Professional,INTERMEDIATE,Project Management|Agile|Communication,Management,0
ADVANCED,Spring Boot|Agile,it english,6,Business Communication,INTERMEDIATE,Communication|Business English,Management,0
